0,0,1,50.485,1.0097
0,1,1,50.013,1.0003
0,2,1,49.629,0.9926
0,3,1,50.363,1.0073
0,4,1,49.991,0.9998
0,5,1,50.443,1.0089
0,6,1,50.078,1.0016
0,7,1,50.139,1.0028
0,8,1,50.078,1.0016
0,9,1,49.929,0.9986
0,10,1,49.964,0.9993
0,11,1,50.257,1.0051
0,12,1,49.853,0.9971
0,13,1,49.874,0.9975
0,14,1,50.63,1.0126
0,15,1,50.091,1.0018
0,16,1,50.254,1.0051
0,17,1,50.386,1.0077
0,18,1,49.785,0.9957
0,19,1,50.245,1.0049
0,20,1,50.301,1.006
0,21,1,49.925,0.9985
0,22,1,50.026,1.0005
0,23,1,50.253,1.0051
0,24,1,50.371,1.0074
1,0,2,100.385,2.0077
1,1,2,99.501,1.99
1,2,2,99.412,1.9882
1,3,2,99.907,1.9981
1,4,2,100.065,2.0013
1,5,2,99.957,1.9991
1,6,2,99.392,1.9878
1,7,2,98.761,1.9752
1,8,2,100.017,2.0003
1,9,2,101.092,2.0218
1,10,2,99.918,1.9984
1,11,2,100.262,2.0052
1,12,2,99.43,1.9886
1,13,2,99.494,1.9899
1,14,2,100.07,2.0014
1,15,2,99.82,1.9964
1,16,2,100.493,2.0099
1,17,2,99.673,1.9935
1,18,2,100.014,2.0003
1,19,2,100.625,2.0125
1,20,2,100.064,2.0013
1,21,2,100.209,2.0042
1,22,2,100.778,2.0156
1,23,2,99.385,1.9877
1,24,2,100.228,2.0046
2,0,3,150.805,3.0161
2,1,3,151.41,3.0282
2,2,3,150.573,3.0115
2,3,3,151.094,3.0219
2,4,3,151.116,3.0223
2,5,3,150.107,3.0021
2,6,3,150.941,3.0188
2,7,3,151.755,3.0351
2,8,3,150.46,3.0092
2,9,3,150.249,3.005
2,10,3,150.835,3.0167
2,11,3,150.507,3.0101
2,12,3,151.106,3.0221
2,13,3,151.168,3.0234
2,14,3,150.401,3.008
2,15,3,151.751,3.035
2,16,3,150.375,3.0075
2,17,3,150.417,3.0083
2,18,3,151.066,3.0213
2,19,3,151.05,3.021
2,20,3,150.21,3.0042
2,21,3,150.878,3.0176
2,22,3,150.531,3.0106
2,23,3,150.337,3.0067
2,24,3,150.449,3.009
3,0,4,200.669,4.0134
3,1,4,201.63,4.0326
3,2,4,201.086,4.0217
3,3,4,200.225,4.0045
3,4,4,200.766,4.0153
3,5,4,199.79,3.9958
3,6,4,200.755,4.0151
3,7,4,200.488,4.0098
3,8,4,200.886,4.0177
3,9,4,200.916,4.0183
3,10,4,200.28,4.0056
3,11,4,200.772,4.0154
3,12,4,200.972,4.0194
3,13,4,200.919,4.0184
3,14,4,199.995,3.9999
3,15,4,199.811,3.9962
3,16,4,200.684,4.0137
3,17,4,200.449,4.009
3,18,4,200.811,4.0162
3,19,4,201.137,4.0227
3,20,4,201.091,4.0218
3,21,4,199.692,3.9938
3,22,4,200.278,4.0056
3,23,4,200.895,4.0179
3,24,4,200.002,4.0
4,0,5,249.264,4.9853
4,1,5,250.178,5.0036
4,2,5,250.221,5.0044
4,3,5,249.853,4.9971
4,4,5,250.974,5.0195
4,5,5,250.299,5.006
4,6,5,249.578,4.9916
4,7,5,251.955,5.0391
4,8,5,250.608,5.0122
4,9,5,249.849,4.997
4,10,5,250.669,5.0134
4,11,5,250.941,5.0188
4,12,5,250.887,5.0177
4,13,5,250.896,5.0179
4,14,5,251.06,5.0212
4,15,5,250.238,5.0048
4,16,5,251.954,5.0391
4,17,5,249.571,4.9914
4,18,5,248.753,4.9751
4,19,5,251.202,5.024
4,20,5,250.054,5.0011
4,21,5,250.97,5.0194
4,22,5,250.198,5.004
4,23,5,250.201,5.004
4,24,5,250.35,5.007
5,0,6,298.902,5.978
5,1,6,300.84,6.0168
5,2,6,301.246,6.0249
5,3,6,299.5,5.99
5,4,6,299.979,5.9996
5,5,6,299.148,5.983
5,6,6,300.572,6.0114
5,7,6,300.152,6.003
5,8,6,300.563,6.0113
5,9,6,299.956,5.9991
5,10,6,300.436,6.0087
5,11,6,300.186,6.0037
5,12,6,300.381,6.0076
5,13,6,299.185,5.9837
5,14,6,300.779,6.0156
5,15,6,301.346,6.0269
5,16,6,299.711,5.9942
5,17,6,296.802,5.936
5,18,6,299.685,5.9937
5,19,6,300.111,6.0022
5,20,6,300.394,6.0079
5,21,6,300.954,6.0191
5,22,6,298.111,5.9622
5,23,6,299.501,5.99
5,24,6,300.502,6.01
6,0,7,348.233,6.9647
6,1,7,349.656,6.9931
6,2,7,348.827,6.9765
6,3,7,350.469,7.0094
6,4,7,349.496,6.9899
6,5,7,348.96,6.9792
6,6,7,347.817,6.9563
6,7,7,349.922,6.9984
6,8,7,349.902,6.998
6,9,7,350.554,7.0111
6,10,7,349.314,6.9863
6,11,7,350.248,7.005
6,12,7,348.874,6.9775
6,13,7,349.838,6.9968
6,14,7,347.614,6.9523
6,15,7,350.091,7.0018
6,16,7,350.442,7.0088
6,17,7,350.007,7.0001
6,18,7,347.998,6.96
6,19,7,349.12,6.9824
6,20,7,348.14,6.9628
6,21,7,351.148,7.023
6,22,7,348.5,6.97
6,23,7,349.798,6.996
6,24,7,350.359,7.0072
7,0,8,402.51,8.0502
7,1,8,403.39,8.0678
7,2,8,400.834,8.0167
7,3,8,401.748,8.035
7,4,8,399.816,7.9963
7,5,8,401.933,8.0387
7,6,8,402.563,8.0513
7,7,8,401.708,8.0342
7,8,8,399.737,7.9947
7,9,8,402.16,8.0432
7,10,8,402.149,8.043
7,11,8,400.784,8.0157
7,12,8,402.741,8.0548
7,13,8,401.961,8.0392
7,14,8,401.315,8.0263
7,15,8,401.839,8.0368
7,16,8,400.293,8.0059
7,17,8,403.866,8.0773
7,18,8,403.371,8.0674
7,19,8,403.129,8.0626
7,20,8,402.397,8.0479
7,21,8,401.559,8.0312
7,22,8,402.003,8.0401
7,23,8,402.926,8.0585
7,24,8,402.55,8.051
8,0,9,450.625,9.0125
8,1,9,452.131,9.0426
8,2,9,452.936,9.0587
8,3,9,451.438,9.0288
8,4,9,451.032,9.0206
8,5,9,451.261,9.0252
8,6,9,453.508,9.0702
8,7,9,451.65,9.033
8,8,9,451.157,9.0231
8,9,9,450.506,9.0101
8,10,9,451.404,9.0281
8,11,9,452.661,9.0532
8,12,9,452.544,9.0509
8,13,9,451.481,9.0296
8,14,9,450.782,9.0156
8,15,9,451.25,9.025
8,16,9,451.165,9.0233
8,17,9,450.881,9.0176
8,18,9,452.806,9.0561
8,19,9,448.56,8.9712
8,20,9,450.603,9.0121
8,21,9,450.323,9.0065
8,22,9,451.098,9.022
8,23,9,451.73,9.0346
8,24,9,450.634,9.0127
9,0,10,497.598,9.952
9,1,10,498.551,9.971
9,2,10,499.231,9.9846
9,3,10,499.425,9.9885
9,4,10,501.139,10.0228
9,5,10,504.54,10.0908
9,6,10,497.064,9.9413
9,7,10,503.251,10.065
9,8,10,496.898,9.938
9,9,10,499.702,9.994
9,10,10,494.826,9.8965
9,11,10,495.254,9.9051
9,12,10,497.736,9.9547
9,13,10,499.777,9.9955
9,14,10,498.743,9.9749
9,15,10,497.954,9.9591
9,16,10,499.331,9.9866
9,17,10,502.967,10.0593
9,18,10,503.725,10.0745
9,19,10,498.467,9.9693
9,20,10,497.344,9.9469
9,21,10,498.081,9.9616
9,22,10,500.582,10.0116
9,23,10,497.568,9.9514
9,24,10,498.723,9.9745
10,0,11,553.034,11.0607
10,1,11,552.078,11.0416
10,2,11,546.422,10.9284
10,3,11,556.509,11.1302
10,4,11,548.338,10.9668
